3.985853801410168096e+00,3.997568743027232863e+00,4.003215946491856414e+00,4.002365243161253083e+00,3.995695922833371050e+00,3.981757558245715867e+00,3.960069099084915223e+00,3.930837488711618199e+00,3.889670374804234054e+00,3.832924580058184816e+00,3.753649482442020346e+00,3.632694672924630996e+00,3.406526803029823913e+00,2.717687085047246320e+00,3.491805132015386892e+00,3.706371579567826480e+00,3.838608652659544429e+00,3.933850162624182190e+00,4.009350141848006643e+00,4.071447335710345783e+00,4.123794312631323677e+00,4.169220866709203221e+00,4.208717344333135379e+00,4.243697564173753101e+00,4.274594986527516127e+00,4.302408929538716009e+00,4.327123984244228616e+00,4.349257007600181524e+00,4.369019156816117189e+00,4.386578238463931356e+00,4.402348028855468165e+00,4.416223313176416809e+00,4.428293894904830275e+00,4.438805454276431028e+00,4.447805318981131073e+00,4.455320587280529487e+00,4.461399976296204883e+00,4.466081574825269129e+00,4.469393915769876990e+00,4.471356791499264460e+00,4.471981837744293031e+00,4.471272873966211314e+00,4.469226008406376849e+00,4.465829538176805613e+00,4.461063659801059345e+00,4.454899949202624221e+00,4.447300505147362415e+00,4.438216643998926791e+00,4.427642856906732760e+00,4.415482106258354911e+00,4.401470074681506972e+00,4.385768615972829743e+00,4.367961632532708194e+00,4.348167068469419583e+00,4.325876177110707488e+00,4.301003968234899943e+00,4.273286444427979447e+00,4.242162376301425120e+00,4.207123664049643885e+00,4.167494153631103870e+00,4.122072106980313677e+00,4.069563345749621419e+00,4.007258160980557093e+00,3.931896525132028586e+00,3.835711246021911158e+00,3.703756450085749830e+00,3.489123384190909505e+00,2.713069171605889007e+00,3.402935849595926765e+00,3.630896897754338770e+00,3.753077841251525548e+00,3.830883097830257711e+00,3.887568306861066691e+00,3.928211896867363606e+00,3.957285162885406216e+00,3.978408777822127984e+00,3.991555679783752808e+00,3.998909577854709241e+00,3.999851217194567266e+00,3.994311690277855043e+00,3.981924183518169791e+00
3.929334774856773738e+00,3.945771572873599364e+00,3.954899143311666254e+00,3.957988313897255583e+00,3.954713201337322737e+00,3.945157169870929792e+00,3.928593730185227617e+00,3.903295707686194049e+00,3.869896753843263593e+00,3.822786834519796173e+00,3.758105615815994671e+00,3.664353653933670518e+00,3.512349385094753362e+00,3.164851041020368960e+00,3.202869688060648201e+00,3.552990255345549020e+00,3.722825721196110216e+00,3.835447750474955786e+00,3.921156486583484480e+00,3.990258325153013264e+00,4.047732381479071329e+00,4.096680338649011155e+00,4.139168855019213389e+00,4.176265279187283852e+00,4.209202376709861859e+00,4.238455468354418443e+00,4.264512977334580235e+00,4.287731914788802001e+00,4.308365833202676853e+00,4.326962019818731520e+00,4.343318024968328750e+00,4.357719609139091510e+00,4.370366177074526348e+00,4.381289992331406147e+00,4.390639237928614769e+00,4.398442963745257117e+00,4.404753498516356558e+00,4.409611528299230088e+00,4.413047536939073368e+00,4.415082809216152704e+00,4.415730061498890358e+00,4.414993716170608096e+00,4.412869858719215443e+00,4.409345941196424867e+00,4.404400278658899381e+00,4.398001327404958971e+00,4.390106682398818627e+00,4.380661770433606605e+00,4.369711810620989567e+00,4.356963103044536822e+00,4.342469980996209955e+00,4.326017997169744334e+00,4.307353694693544455e+00,4.286620634034994382e+00,4.263291074986976348e+00,4.237092160487054393e+00,4.207778269591863740e+00,4.174811852677929203e+00,4.137465794042131328e+00,4.094913580757244098e+00,4.045839573959219670e+00,3.988326626573268641e+00,3.919191208987759190e+00,3.833470736107031041e+00,3.719546775481737733e+00,3.550015898178111584e+00,3.199374695179845407e+00,3.161436472875894577e+00,3.510291724982049555e+00,3.663200530449586267e+00,3.756527989794393285e+00,3.820557415295515735e+00,3.867622394836109478e+00,3.901694959476173619e+00,3.925292164485839397e+00,3.942819803136282886e+00,3.951099630138071195e+00,3.954562685919777110e+00,3.951781428170979549e+00,3.941176310047022735e+00,3.925552226930097088e+00
3.867481184925888549e+00,3.889090058646175407e+00,3.903374335990167143e+00,3.910772139463532415e+00,3.911291041520396305e+00,3.905545712981692397e+00,3.893790440425214605e+00,3.873041416027616535e+00,3.845459960961915780e+00,3.807535779501908024e+00,3.752326020877108981e+00,3.677768520082213666e+00,3.565161788370684981e+00,3.365510587476512772e+00,2.451341885894549044e+00,3.348522511794064016e+00,3.587682106128414095e+00,3.727506756626248752e+00,3.827059407200317676e+00,3.904971112521778309e+00,3.968260718104879903e+00,4.021614652122781131e+00,4.067494373351973280e+00,4.107349775364968814e+00,4.142251919264348992e+00,4.173079469810697439e+00,4.200674137257282226e+00,4.225094278973219986e+00,4.246848050987130030e+00,4.266198034871336198e+00,4.283288215107674546e+00,4.298428306467582338e+00,4.311601463501414599e+00,4.322903334207804704e+00,4.332657183395738798e+00,4.340778513239139436e+00,4.347342188973797761e+00,4.352393287583676162e+00,4.355965522284887648e+00,4.358082279584156282e+00,4.358757338420416794e+00,4.357995276529105233e+00,4.355791571057870293e+00,4.352132424264525845e+00,4.346994320999227668e+00,4.340343249267301751e+00,4.332133463423256892e+00,4.322305761565058191e+00,4.310915439516850967e+00,4.297664212279271645e+00,4.282404361506068291e+00,4.265224839326617001e+00,4.245896226770714321e+00,4.223839165296909393e+00,4.199465420488034617e+00,4.171821323156876815e+00,4.140780506250334447e+00,4.105704057987842326e+00,4.065775691072367692e+00,4.019846974593944466e+00,3.966420208277704695e+00,3.902882849129047038e+00,3.825265780429209173e+00,3.725100906286829439e+00,3.584965368262526653e+00,3.346001759315995194e+00,2.453161534117764386e+00,3.362717436780890967e+00,3.562125706418873161e+00,3.678787411072539815e+00,3.750560296401115323e+00,3.803386719747515521e+00,3.842496281243117817e+00,3.870384654489290366e+00,3.889958246415359699e+00,3.902087400876959489e+00,3.907842230338449685e+00,3.907229113377681529e+00,3.899855749722718201e+00,3.885778138057137454e+00,3.863772852761668819e+00
3.801136002114606338e+00,3.829946379709911586e+00,3.848236558054686896e+00,3.860322258027727216e+00,3.864923368504272094e+00,3.863412354360069578e+00,3.855509303883502437e+00,3.840692654567570585e+00,3.816939301339925539e+00,3.784364469131766828e+00,3.739366882965942107e+00,3.676900162490820190e+00,3.590946918693851853e+00,3.452026411861969013e+00,3.163044077532051634e+00,2.990492847874778093e+00,3.422854211646110478e+00,3.605957371980848425e+00,3.725540591112453281e+00,3.814257042902153838e+00,3.885177906585913998e+00,3.943666959410739192e+00,3.993404136334449905e+00,4.036218431358365777e+00,4.073586353443994668e+00,4.106359839609480922e+00,4.135472208999054544e+00,4.161225071016401600e+00,4.184110211298917470e+00,4.204419190689469232e+00,4.222376356411139398e+00,4.238141782343967989e+00,4.251890380261301061e+00,4.263716816920968711e+00,4.273874995310658065e+00,4.282333926614859010e+00,4.289159725641389365e+00,4.294411070138369979e+00,4.298123990024009800e+00,4.300323558740110741e+00,4.301024705245686697e+00,4.300232551801523861e+00,4.297942328777279997e+00,4.294138945267500951e+00,4.288796270145170730e+00,4.281876106688485173e+00,4.273326832183301782e+00,4.263081856598739172e+00,4.251204942728793235e+00,4.237381500963856240e+00,4.221504273609451019e+00,4.203454905566632149e+00,4.183025417753402309e+00,4.160022955456043725e+00,4.134256528521314422e+00,4.104992643940351904e+00,4.072102476945833160e+00,4.034586591624257146e+00,3.991586590864536266e+00,3.941890399038163295e+00,3.883279629954053291e+00,3.812334551872510247e+00,3.723388896936043135e+00,3.604347538066166035e+00,3.420082603793725973e+00,2.986775229705491697e+00,3.160290115975656899e+00,3.449961633937697503e+00,3.590014951755528205e+00,3.675449809075409746e+00,3.737002532446590752e+00,3.780884426139507148e+00,3.813766905692300035e+00,3.837084593781205921e+00,3.852062544499602836e+00,3.859851183435651478e+00,3.861511598431027981e+00,3.856754412754575423e+00,3.844681190901244605e+00,3.825065952840184913e+00,3.797498494856607287e+00
3.729349409754294076e+00,3.764645088614693158e+00,3.789414963779610179e+00,3.806432782546845583e+00,3.815102647643291434e+00,3.817998767684473105e+00,3.813616451064419266e+00,3.802927859639540387e+00,3.784709427635740031e+00,3.757753866862414416e+00,3.720000912797918335e+00,3.669739132713954355e+00,3.599513494318414164e+00,3.494585226843056613e+00,3.315630804098789408e+00,2.783390424538626284e+00,3.191889026722997347e+00,3.463862103951981464e+00,3.613199435207067989e+00,3.717505167577156211e+00,3.797613387589662270e+00,3.862379467949373257e+00,3.916639227439643101e+00,3.963053161758349763e+00,4.003031817824030725e+00,4.037994769392377670e+00,4.068830030781868778e+00,4.096083461302467477e+00,4.120198606616086501e+00,4.141567934380642413e+00,4.160356623505194307e+00,4.176921706094647746e+00,4.191277603426518894e+00,4.203655564783911558e+00,4.214206126951356879e+00,4.223025493577601708e+00,4.230150800507889386e+00,4.235621933176235032e+00,4.239489121532219684e+00,4.241780231683611291e+00,4.242511660564058928e+00,4.241688842396280634e+00,4.239306372601360451e+00,4.235347762848272524e+00,4.229784800153618463e+00,4.222576392246676136e+00,4.213677054007473721e+00,4.203023384998383349e+00,4.190605742193303840e+00,4.176064883993548804e+00,4.159511046393000733e+00,4.140601263256723286e+00,4.119125072121687658e+00,4.094899855027853697e+00,4.067537717068637093e+00,4.036590468308873803e+00,4.001488658810501420e+00,3.961203964798506227e+00,3.914832003254467452e+00,3.860591291474774867e+00,3.795685255052297258e+00,3.715580535903518555e+00,3.611365607855342219e+00,3.461166641031708124e+00,3.188870302248325572e+00,2.779372796795898104e+00,3.313396842678445253e+00,3.493000025706520795e+00,3.597615971608894458e+00,3.667939479549691129e+00,3.718530510408097456e+00,3.755119230130985475e+00,3.781580619934540088e+00,3.799487059778194009e+00,3.809900422129626207e+00,3.814194426074648980e+00,3.812386704290251505e+00,3.801937870369362482e+00,3.785654729261431761e+00,3.760920810698209049e+00,3.725214934374579734e+00
3.650336437298126402e+00,3.695933013858256011e+00,3.726431224337158454e+00,3.749000461114095462e+00,3.762114816561565878e+00,3.769442693001039402e+00,3.769143901845819045e+00,3.762691974913056736e+00,3.748982109426973963e+00,3.727089081159668194e+00,3.696377443284586395e+00,3.655245502796769408e+00,3.596306379617006055e+00,3.513695803295805664e+00,3.385753939045808458e+00,3.140294139781028893e+00,2.697577261625783152e+00,3.284528790345483173e+00,3.485991417342082510e+00,3.612125178069133025e+00,3.704493763790089655e+00,3.777313425820429060e+00,3.836870302816027145e+00,3.887259349235203221e+00,3.930390845301962699e+00,3.967845139355253181e+00,4.000655270745104630e+00,4.029554178116979912e+00,4.055068362224719003e+00,4.077518213142838910e+00,4.097307729222417372e+00,4.114572332574841340e+00,4.129629767095970294e+00,4.142675451892947613e+00,4.153663832484972396e+00,4.162830877808135099e+00,4.170266673075020414e+00,4.175980636982501437e+00,4.180021133509603359e+00,4.182413304937350418e+00,4.183180146118122167e+00,4.182327638791944580e+00,4.179849881290319757e+00,4.175729102601433596e+00,4.169935107703557797e+00,4.162433210055193733e+00,4.153150169536495184e+00,4.142096329864713766e+00,4.128968817394038204e+00,4.113775166034725039e+00,4.096347867570337087e+00,4.076499548940825335e+00,4.053978642603966343e+00,4.028394797128228788e+00,3.999345465037325908e+00,3.966415479090695584e+00,3.928827395426875757e+00,3.885517254477222071e+00,3.835244343640210385e+00,3.775328691345622989e+00,3.702686455426886347e+00,3.609901684737739647e+00,3.484001822715503849e+00,3.281740384032080016e+00,2.693674446345934559e+00,3.137770491036796283e+00,3.384022935816582756e+00,3.513349298951599753e+00,3.594610555234258875e+00,3.651264190262250686e+00,3.693826430878050626e+00,3.724403620839665585e+00,3.745789160104224358e+00,3.759318114843712699e+00,3.765966902365296853e+00,3.765429004808150903e+00,3.759276417861108666e+00,3.745354459743110542e+00,3.722590262730088195e+00,3.690097528134697491e+00,3.645593537177504562e+00
3.560759955150440081e+00,3.617920569046146895e+00,3.659006573315032096e+00,3.686891878112490417e+00,3.705683224994542169e+00,3.717841050617301413e+00,3.721737601282063324e+00,3.719596782212589492e+00,3.709700390169791362e+00,3.692721682584714227e+00,3.667647469247814040e+00,3.632920321034700972e+00,3.584072848366290032e+00,3.517713715842386346e+00,3.419790209977570772e+00,3.258874320680501313e+00,2.867812475584608389e+00,3.017089087268109537e+00,3.334212865913821933e+00,3.494853734602572093e+00,3.604475666751505436e+00,3.687035771081470070e+00,3.753481505248368766e+00,3.808475247273947595e+00,3.855459846575018723e+00,3.895736626712571482e+00,3.930811629680140307e+00,3.961679259973725387e+00,3.988494513632775629e+00,4.012265924268638706e+00,4.033063924316484972e+00,4.051155051809216090e+00,4.067092776237679175e+00,4.080690877186035515e+00,4.092158756300886324e+00,4.101779960619384546e+00,4.109544147525006963e+00,4.115496254254523478e+00,4.119703793140083725e+00,4.122193072013191184e+00,4.122988270790819421e+00,4.122095688239746814e+00,4.119508594315145267e+00,4.115206487986228900e+00,4.109153875385759491e+00,4.101309809755581348e+00,4.091611762671158559e+00,4.080060090296474762e+00,4.066346675145370071e+00,4.050367991940567514e+00,4.032107989553815663e+00,4.011206555765896908e+00,3.987472612463806243e+00,3.960384007184825528e+00,3.929522866607371157e+00,3.894286812007064835e+00,3.853917289248140587e+00,3.806915806373627920e+00,3.751680247399163282e+00,3.685393155865684278e+00,3.602206819524356174e+00,3.493109162680923863e+00,3.331537043115776697e+00,3.013640746786201419e+00,2.864444862555782123e+00,3.256850616830504475e+00,3.418482638432725818e+00,3.516461569017282240e+00,3.581921935106524124e+00,3.629836530648919535e+00,3.665304810141019942e+00,3.690019430682673907e+00,3.706464712338018774e+00,3.715679366787319360e+00,3.718435544883893495e+00,3.713770676546197969e+00,3.702615778210660569e+00,3.683326696191914440e+00,3.654658724208865284e+00,3.613304759380452591e+00,3.556545466349621876e+00
3.456830525922252040e+00,3.531515227126469814e+00,3.582792938127183024e+00,3.619582108283408317e+00,3.645036148282968735e+00,3.661384826675308179e+00,3.670834320843833432e+00,3.672375760201294970e+00,3.667450216883432645e+00,3.654690492796786039e+00,3.634655367817548832e+00,3.607538221994278871e+00,3.565218718604238113e+00,3.509637042172906174e+00,3.432839299329840443e+00,3.314645571722335760e+00,3.102124673698585244e+00,1.929325043167718690e+00,3.136221184539032869e+00,3.360474191570080205e+00,3.494884075753370567e+00,3.591005214529528811e+00,3.665967266411439773e+00,3.726659215542073245e+00,3.777975765109526929e+00,3.821481354674865383e+00,3.859122029211526694e+00,3.891868965575336681e+00,3.920533637495168033e+00,3.945585351938999619e+00,3.967546160836863844e+00,3.986747747262463726e+00,4.003374342957965126e+00,4.017670688453527816e+00,4.029643558046357654e+00,4.039733776910879648e+00,4.047846047332800623e+00,4.054078328515740459e+00,4.058473464993574531e+00,4.061077133646979753e+00,4.061910977740495809e+00,4.060982121262997957e+00,4.058283341568212244e+00,4.053792642739391106e+00,4.047472060471042354e+00,4.039277024866970933e+00,4.029116641129346199e+00,4.017038244690388282e+00,4.002630885531434757e+00,3.985897635458929056e+00,3.966648888326864242e+00,3.944590279654403453e+00,3.919364057440422933e+00,3.890656000177585394e+00,3.857768117008073094e+00,3.820048426882376447e+00,3.776385703922136461e+00,3.725397734006202555e+00,3.664133259678868715e+00,3.589205294856383954e+00,3.492874176683399501e+00,3.358354591399877798e+00,3.133302289716866529e+00,1.925203399340884580e+00,3.099628678052572361e+00,3.313611050949203829e+00,3.436024960276687690e+00,3.509259348913150944e+00,3.563808700913817962e+00,3.603893437368495434e+00,3.631356218001992264e+00,3.652100639552597450e+00,3.663929393768455167e+00,3.670711229511896434e+00,3.667402335608707098e+00,3.659144516519031054e+00,3.641597848865986364e+00,3.616238430063698051e+00,3.578374735291662834e+00,3.527410697700521958e+00,3.451825821841191466e+00
3.333496995802883056e+00,3.433770025522465463e+00,3.499945091059082358e+00,3.546714746505557070e+00,3.579436898618547414e+00,3.602442091607399366e+00,3.616180003739651205e+00,3.622345235905856331e+00,3.621376892546129600e+00,3.613719085657516317e+00,3.598889654869826593e+00,3.575510613735903842e+00,3.542250320886332293e+00,3.496559286792405796e+00,3.432842972432468720e+00,3.341632732145872531e+00,3.195854705370106075e+00,2.881793596577717942e+00,2.810062035770850120e+00,3.197324330007972115e+00,3.372341539351773942e+00,3.487251146853008521e+00,3.573071281749920836e+00,3.641463332458272362e+00,3.697454729329682444e+00,3.744803768559740398e+00,3.785414128612812679e+00,3.820387032278210970e+00,3.850917175841001683e+00,3.877560327988848865e+00,3.900805510889661321e+00,3.920989609661280628e+00,3.938475762368693012e+00,3.953506128945319720e+00,3.966149425596833478e+00,3.976653202266983378e+00,3.985171506919423567e+00,3.991701076563915151e+00,3.996300580286340054e+00,3.999025645559581399e+00,3.999900051106068943e+00,3.998931581419042924e+00,3.996112173513815424e+00,3.991417348513388585e+00,3.984804746706983813e+00,3.976244924513459456e+00,3.965616345003159182e+00,3.952870227567118366e+00,3.937779655013703195e+00,3.920251786024453455e+00,3.899888909055038599e+00,3.876487638658606016e+00,3.849764197481788219e+00,3.819138869890461585e+00,3.783978226491127028e+00,3.743417918658523913e+00,3.695891841507358055e+00,3.639797953258596230e+00,3.571280991162711249e+00,3.485458924460369090e+00,3.370099023987273679e+00,3.194720816963479315e+00,2.806911216800838993e+00,2.878554530014564072e+00,3.194077011721800474e+00,3.340889305709649371e+00,3.430972134436686805e+00,3.494659425964238952e+00,3.539862356103387064e+00,3.572950086806444325e+00,3.596906557494222056e+00,3.610731355855716362e+00,3.618600453349352986e+00,3.619436390953782556e+00,3.613042760731877134e+00,3.599068294521437839e+00,3.576491064937901143e+00,3.543360648633102628e+00,3.496823296118101165e+00,3.428646032119222031e+00,3.327895838484737912e+00
3.169591094787669316e+00,3.316707436582862378e+00,3.405626571986384299e+00,3.465539221892663946e+00,3.507895978889782995e+00,3.537742003673080227e+00,3.557700749328688072e+00,3.569703214621821719e+00,3.573032582037210414e+00,3.569541440097943052e+00,3.559071182339450523e+00,3.540455205160716101e+00,3.513036397089219776e+00,3.475497709449395956e+00,3.423405120849452477e+00,3.349668579304337701e+00,3.241431249645972734e+00,3.054712463842128578e+00,2.421266424288315289e+00,2.974156582825859374e+00,3.229558804215547418e+00,3.373143695546124032e+00,3.474042748334068342e+00,3.551218603782194894e+00,3.613488309620413119e+00,3.665383517770843813e+00,3.709309771514346821e+00,3.746969249805327973e+00,3.779594999681377132e+00,3.807932707990502763e+00,3.832594234199636851e+00,3.853939575378845905e+00,3.872397857366972396e+00,3.888196209819004157e+00,3.901655791589953903e+00,3.912594862842628363e+00,3.921498412682255186e+00,3.928300793031055616e+00,3.933129382064194157e+00,3.935990989687221830e+00,3.936913347772441618e+00,3.935905989156191165e+00,3.932960950698442648e+00,3.928052674885055939e+00,3.921136265714335156e+00,3.912090937601654161e+00,3.901068742453429827e+00,3.887542533962812019e+00,3.871662596386352462e+00,3.853125877448317915e+00,3.831606504840475935e+00,3.806837750524178166e+00,3.778444502722040799e+00,3.745693799896690823e+00,3.707790605614885493e+00,3.663835481692840457e+00,3.611834487481022649e+00,3.549463558889786263e+00,3.472215719418931812e+00,3.371234539131725327e+00,3.227190438051764421e+00,2.971523993587016577e+00,2.417326500209315832e+00,3.051652488707959687e+00,3.240174284871165877e+00,3.349463132880746041e+00,3.421209917699267855e+00,3.473462890729213104e+00,3.512267146618535563e+00,3.537903485256112202e+00,3.555858395611619649e+00,3.565920661492910426e+00,3.569634455752090929e+00,3.566011534500868940e+00,3.554220258844455582e+00,3.534119359906988667e+00,3.505200302742844887e+00,3.462561782153057433e+00,3.401445207690899863e+00,3.312261070128054374e+00,3.165591224028888373e+00
