3.795686654339030852e+00,3.789660336558139164e+00,3.786800846218841166e+00,3.785568030057289146e+00,3.765446282129160327e+00,3.758714438514500156e+00,3.754109996323224063e+00,3.753871208838262419e+00,3.749669183398621986e+00,3.740068714978967979e+00,3.742970027879790162e+00,3.728533328045286144e+00,3.717702522376221896e+00,3.714902877900129852e+00,3.710339340515874884e+00,3.705005114968606073e+00,3.700161842890214992e+00,3.688266377404021856e+00,3.684490928568256329e+00,3.676658385597211698e+00,3.663459318845119217e+00,3.657361678108589587e+00,3.647230157767866743e+00,3.634379569508227714e+00,3.636235023881490225e+00,3.627424365770799408e+00,3.613725646555667304e+00,3.606274038543871185e+00,3.597477912432062386e+00,3.581213535756332167e+00,3.576437007916262623e+00,3.571745951839796263e+00,3.555606728464840494e+00,3.545805907100458843e+00,3.536071037103836190e+00,3.523203149731622741e+00,3.510932665567178201e+00,3.494811828528385789e+00,3.483838876744373980e+00,3.469429226810669675e+00,3.453052326528421201e+00,3.439453300728556151e+00,3.425283862921623790e+00,3.407228793318662241e+00,3.388476256452494617e+00,3.366879637978628548e+00,3.349325364610214351e+00,3.327977117091870163e+00,3.304195221847874286e+00,3.279147398776456335e+00,3.251805069345500065e+00,3.221375009895425023e+00,3.188311658449162422e+00,3.153291792025418872e+00,3.113683999923807733e+00,3.062518816372448605e+00,3.006260986645819866e+00,2.930319473368288019e+00,2.839109212938021543e+00,2.671149652079615855e+00,2.436976623693035915e+00,2.297789360145242821e+00,2.430341249417781846e+00,2.518118514608891800e+00,2.736548661957135753e+00,2.828103115802026668e+00,3.002307164990808630e+00,3.040777128975463039e+00,3.084676839774829649e+00,3.118824891256787524e+00,3.150396719429549908e+00,3.212154275669515169e+00,3.219308205204038043e+00,3.275139111827645166e+00,3.294365346302551956e+00,3.321146209104308689e+00,3.336815220158201090e+00,3.362718518432862957e+00,3.362377244949536159e+00,3.403312703756749880e+00,3.417319757481093401e+00,3.416740819733246948e+00,3.450409431991953380e+00,3.465980137645075398e+00,3.475715123139073270e+00,3.488381141736834223e+00,3.495349325183193301e+00,3.514551824565373295e+00,3.532523731493360408e+00,3.534522500145007573e+00,3.557283430574035954e+00,3.560314593088145241e+00,3.559162087899220950e+00,3.593582781724514508e+00,3.594015214427875193e+00,3.604514543078954247e+00,3.611899802768094414e+00,3.619719777891794443e+00,3.638186885927147340e+00,3.627621734495743766e+00,3.643150968603026119e+00
3.746437804378052405e+00,3.747273268203176855e+00,3.739152810812921057e+00,3.726025147459095077e+00,3.730304819227066027e+00,3.724862257348837691e+00,3.717994192584561208e+00,3.709153324120016304e+00,3.707397244105113732e+00,3.705988108436142348e+00,3.688963098229208981e+00,3.685045619624724988e+00,3.680833619383427013e+00,3.675023793349771584e+00,3.669534728164787651e+00,3.661428904533942319e+00,3.651370239592006239e+00,3.644274389672056635e+00,3.637520296902291506e+00,3.632759139783098057e+00,3.623368581540940436e+00,3.617407736164238941e+00,3.608217659846419512e+00,3.601844894369041317e+00,3.596108240763988828e+00,3.581017450051457551e+00,3.576705984303292674e+00,3.558574864032863161e+00,3.553155136834734051e+00,3.546083154219813238e+00,3.533166940174806925e+00,3.527211569777316313e+00,3.512428660217369103e+00,3.497460080339513944e+00,3.490022336081672893e+00,3.480976722107708365e+00,3.470126824451883696e+00,3.455972263419390789e+00,3.436409871817733830e+00,3.428725239421549276e+00,3.414152001863923314e+00,3.398495800398534161e+00,3.380171458565653264e+00,3.359742074451775196e+00,3.345135972543592295e+00,3.324509241524621128e+00,3.302628127155633919e+00,3.283919971720524522e+00,3.260298002734007383e+00,3.234271466673862339e+00,3.206857838581651077e+00,3.176565521848147444e+00,3.143362846521794207e+00,3.106589642615577240e+00,3.060110772674257795e+00,3.015696737827120000e+00,2.955091754656373304e+00,2.876742612489833206e+00,2.797715257902858799e+00,2.625125065313293149e+00,2.458348309152128319e+00,2.325141487193822520e+00,2.383046942457729411e+00,2.616742444640507426e+00,2.773528470392212952e+00,2.846831392274730366e+00,2.936728085415238443e+00,2.992445022245253217e+00,3.029953714769746842e+00,3.089068974976019177e+00,3.111148881582428860e+00,3.163253552747680608e+00,3.210623485314567205e+00,3.219788432028840575e+00,3.229989087527462388e+00,3.273215594917410876e+00,3.292927064403181170e+00,3.329803512059860360e+00,3.344486470172224113e+00,3.358899970056009376e+00,3.371084807663379923e+00,3.382354248469241043e+00,3.405230061207388026e+00,3.420273496904014721e+00,3.445331871190307815e+00,3.450941619146780770e+00,3.464515767318855133e+00,3.470529521455974375e+00,3.480716679955738968e+00,3.500668821953012877e+00,3.504418516689231211e+00,3.523322067556855952e+00,3.523886676755408676e+00,3.540933448424167462e+00,3.552470681353110393e+00,3.554975682055481201e+00,3.571882735604053227e+00,3.580469894368473405e+00,3.585484563102132149e+00,3.596662926154119866e+00,3.610014552403653099e+00
3.705810722550183289e+00,3.701726752097498352e+00,3.699203435647396621e+00,3.689872561391887906e+00,3.687504812498435758e+00,3.674581661712232883e+00,3.673840078530623110e+00,3.667680613639245912e+00,3.657632068885697141e+00,3.653553595330575554e+00,3.648158101211654625e+00,3.646930305894613422e+00,3.634894529279115272e+00,3.631439084255728034e+00,3.628068456128241248e+00,3.613860344741275821e+00,3.603374754871008445e+00,3.609845976904683340e+00,3.592316243572964751e+00,3.586425778198530256e+00,3.580260133717761750e+00,3.572214709651460041e+00,3.560674022231429703e+00,3.557023187053463875e+00,3.543783293374865639e+00,3.536712726315796917e+00,3.526571622942368478e+00,3.511643729062849495e+00,3.509104786536711540e+00,3.504993889586663691e+00,3.488602439622987994e+00,3.478875795968282780e+00,3.466739353863985684e+00,3.460960673982790059e+00,3.442759891921156612e+00,3.434521903952200805e+00,3.423112696465763438e+00,3.409426066854875259e+00,3.395129487463794504e+00,3.385089773143104885e+00,3.369085855822452125e+00,3.351059456107427614e+00,3.335199799839893231e+00,3.320916498845420506e+00,3.298913376787408147e+00,3.280162271771114302e+00,3.262402586402597393e+00,3.237950320025910766e+00,3.215254176649090745e+00,3.189816177625536486e+00,3.161449574387248607e+00,3.130693010491691464e+00,3.099052051468417890e+00,3.058323667336277918e+00,3.012431195138889795e+00,2.969395610276558184e+00,2.900149123612174140e+00,2.834162748386701125e+00,2.729608840675644021e+00,2.610324128608306093e+00,2.347619408981597378e+00,2.279292033198656142e+00,2.358960246460584109e+00,2.639408109870993169e+00,2.724282144225202096e+00,2.802833049444678704e+00,2.889932196799013031e+00,2.982531510972349142e+00,3.010531742917125442e+00,3.058983120309660020e+00,3.109551466625526395e+00,3.115860280604441090e+00,3.158325380439884533e+00,3.174083437851866307e+00,3.202360424564859809e+00,3.231881661492187696e+00,3.246086211993810533e+00,3.285377487613596159e+00,3.286393602041230988e+00,3.320448909855910902e+00,3.331945103795827201e+00,3.359304558743838154e+00,3.372167843341086879e+00,3.367513813005436507e+00,3.400608714252564280e+00,3.403986892770813011e+00,3.417088214886401687e+00,3.428753703873521186e+00,3.439639541415748347e+00,3.448513939983075094e+00,3.463819184415957597e+00,3.481773052905688726e+00,3.499298002303688815e+00,3.498902962669147243e+00,3.512497580968574784e+00,3.518175893516724884e+00,3.528217291661542188e+00,3.533568073813535104e+00,3.547886051563329701e+00,3.556739268170094448e+00,3.557814195888263420e+00
3.661473647879104565e+00,3.656758704537001137e+00,3.649483610897742203e+00,3.652345529729947415e+00,3.632835327883070509e+00,3.639886009740773254e+00,3.631456464207747814e+00,3.628595882051592003e+00,3.619449552787252777e+00,3.613912811481451381e+00,3.607550323071917475e+00,3.598153183009645151e+00,3.594159880828028619e+00,3.590933798231430440e+00,3.578494365892519014e+00,3.571193633700626702e+00,3.567901673622833503e+00,3.558120186577628630e+00,3.549309954813794743e+00,3.546135021280948152e+00,3.540884042973648338e+00,3.529986793921191079e+00,3.516597830280740133e+00,3.511169961084832369e+00,3.499686086395424667e+00,3.495054142560711785e+00,3.484403417625506982e+00,3.476450071977046363e+00,3.471372256188970606e+00,3.464656919105576716e+00,3.445345807313074715e+00,3.436174651054984874e+00,3.429284736569038206e+00,3.413049737868009359e+00,3.404063459657063362e+00,3.388261296240991260e+00,3.380380352285222489e+00,3.365585571552009547e+00,3.351409124905198933e+00,3.338898897038599767e+00,3.321462874870858784e+00,3.304872134633252578e+00,3.291129690526012563e+00,3.274419553145203832e+00,3.255113617830847517e+00,3.235112324099826075e+00,3.215638359471841845e+00,3.192787330915706878e+00,3.169325846381113809e+00,3.143477927045822184e+00,3.115565792081680385e+00,3.085152447660943764e+00,3.049927584407646552e+00,3.015507339119349872e+00,2.968620529810733544e+00,2.917261422461699727e+00,2.855946433032348075e+00,2.770366660986556262e+00,2.667902868455018783e+00,2.503844572818068048e+00,2.229797441329169683e+00,2.207234843296764559e+00,2.366583635757844029e+00,2.498663751751804885e+00,2.670867791873588803e+00,2.793812945254866786e+00,2.828335575157654880e+00,2.920264018434401532e+00,2.972277225506415821e+00,3.010155463208771920e+00,3.038717660410907406e+00,3.075963634027374827e+00,3.120997430886208068e+00,3.155090026685614557e+00,3.174623319561062029e+00,3.197657553329399160e+00,3.217454071281959038e+00,3.231242932458493478e+00,3.258623373998851047e+00,3.274038611757575712e+00,3.292970341752761598e+00,3.313936203215023912e+00,3.316515256392932987e+00,3.334263131606062913e+00,3.348896847936310817e+00,3.362469069530646948e+00,3.373060996364129593e+00,3.407850279737365984e+00,3.404284001104626700e+00,3.416848027313414971e+00,3.427381088302533740e+00,3.440119156245023291e+00,3.452366683634386924e+00,3.466187451392861441e+00,3.466843093013379118e+00,3.468880074419059767e+00,3.482830663043986696e+00,3.493749756894735548e+00,3.506529295862751638e+00,3.505810007286665808e+00,3.521150048051262083e+00
3.621131523994307599e+00,3.612218566498278438e+00,3.609281375959183524e+00,3.603178318696213189e+00,3.596288441444642547e+00,3.595802161733054891e+00,3.590265549573843362e+00,3.583155152127381449e+00,3.563295963000332911e+00,3.575941953623313463e+00,3.560888892361776303e+00,3.558854261887005155e+00,3.550343593282556220e+00,3.534918317883012140e+00,3.538013496631736476e+00,3.530013447239169100e+00,3.524613657997100358e+00,3.517200764321635198e+00,3.507234402561712816e+00,3.508214750498205969e+00,3.494291006192445259e+00,3.485628631996712468e+00,3.469229810170875616e+00,3.465279438385451716e+00,3.457944586134437781e+00,3.453663101825437565e+00,3.438366744112923978e+00,3.429800807400940954e+00,3.421941086757233741e+00,3.415388831489329036e+00,3.406243241689628221e+00,3.392811736663726929e+00,3.381590398994864799e+00,3.372033202036742949e+00,3.353954222268767271e+00,3.347368460652771383e+00,3.333996367305509079e+00,3.322337407633948470e+00,3.310485852933945594e+00,3.288858418116809457e+00,3.277329668519975758e+00,3.262758222075516468e+00,3.248486983399084149e+00,3.228993758269894432e+00,3.210678036201126240e+00,3.189910319142158723e+00,3.171051824431222244e+00,3.148521683894779155e+00,3.123114580595289347e+00,3.097711793206725517e+00,3.069191232251363477e+00,3.038266753424018862e+00,3.003585604843795664e+00,2.965980795118726032e+00,2.921722978701325246e+00,2.872244464318301826e+00,2.813225422837265732e+00,2.726390783170834720e+00,2.588009757081469076e+00,2.459905344165638219e+00,2.215472813340912950e+00,2.081292966364671759e+00,2.335116578884960603e+00,2.517365832042638640e+00,2.668888591657040621e+00,2.758558379574777231e+00,2.832146160203561802e+00,2.913034464255202405e+00,2.932796604340034197e+00,2.972341110194593572e+00,3.019522298771227575e+00,3.058976332450370705e+00,3.059330174254134338e+00,3.114027930369038799e+00,3.134326417229743811e+00,3.149412223799371802e+00,3.166467587443313469e+00,3.192004453942571818e+00,3.239206502730583637e+00,3.227475719579059099e+00,3.235637348080940168e+00,3.256020554563365366e+00,3.279890861361051790e+00,3.304540981600182281e+00,3.316364864984366445e+00,3.322000389616038607e+00,3.334977659533340688e+00,3.354920563398765321e+00,3.372578340923398699e+00,3.370351120751342577e+00,3.392587426251667093e+00,3.406418682730422365e+00,3.408381983438252938e+00,3.420615366359809340e+00,3.421244458065315186e+00,3.435792446969744063e+00,3.453148404810550520e+00,3.457521426346778615e+00,3.465789375665772720e+00,3.475735930440017274e+00,3.472299680507052067e+00
3.577103375903157190e+00,3.568469002193356943e+00,3.565491262243028814e+00,3.562613470144535111e+00,3.549594464105413572e+00,3.542725814549145369e+00,3.545440526916229462e+00,3.533709614948728372e+00,3.532880614228684379e+00,3.523016721293783071e+00,3.516650240137867645e+00,3.515191125139750294e+00,3.502888296155795000e+00,3.497402768579881194e+00,3.488397240402255850e+00,3.484492959733976658e+00,3.479185397055853723e+00,3.466772023755896548e+00,3.467777688755801169e+00,3.458406070184127046e+00,3.451350617123488895e+00,3.435427362383494554e+00,3.431440781890185754e+00,3.420993690010358801e+00,3.413756663238523892e+00,3.402460226083213080e+00,3.394357317776115046e+00,3.391350141360799153e+00,3.376300527652931649e+00,3.363817876638969917e+00,3.363900874788188666e+00,3.352048236517703117e+00,3.338877557174724231e+00,3.329619206290143296e+00,3.308667367369860113e+00,3.301792067443431566e+00,3.292751260070385655e+00,3.279690061817913005e+00,3.265529263669809446e+00,3.245900786946492644e+00,3.237420797443665066e+00,3.218268490554698325e+00,3.199632618541647489e+00,3.184409803811238504e+00,3.161933278807762093e+00,3.144661826154017348e+00,3.122075314696155068e+00,3.101799868723157161e+00,3.077884221663891751e+00,3.050847893373677344e+00,3.022309801465204782e+00,2.990459247652423880e+00,2.956695783603554339e+00,2.914672577489716421e+00,2.875633057426346895e+00,2.813483580848786580e+00,2.756400212911373160e+00,2.665767833895953842e+00,2.581836121748678270e+00,2.314631727680892759e+00,2.151783719011001406e+00,2.120714985051336487e+00,2.297131553956444971e+00,2.547613371597605703e+00,2.667098653747655312e+00,2.714723014257733880e+00,2.748147737813113167e+00,2.840399032485896758e+00,2.919434067485014328e+00,2.926921014209716176e+00,2.986918441062478724e+00,3.015603406496757177e+00,3.043831832327390519e+00,3.069892909309612783e+00,3.080511488598554504e+00,3.122485976298992050e+00,3.139105377639393790e+00,3.156017168627264891e+00,3.181658809281035616e+00,3.189763975290613729e+00,3.199896378448538137e+00,3.230613170477124818e+00,3.229964277279148810e+00,3.262463610017073190e+00,3.267652006720613400e+00,3.284275388039505028e+00,3.292044447246038175e+00,3.312217907929426719e+00,3.337087267621198006e+00,3.337563974985187087e+00,3.339357807132937062e+00,3.350490473850046946e+00,3.362984266536104716e+00,3.373513236446875840e+00,3.384635244773208651e+00,3.390233731354858282e+00,3.403202539249599923e+00,3.405477907306126539e+00,3.414103143313502731e+00,3.425010048154782716e+00,3.433585234517967599e+00
3.531378123877428887e+00,3.529095726740156369e+00,3.519551700138533246e+00,3.517312960147341627e+00,3.510246627743777381e+00,3.504390330968370382e+00,3.495053988662672140e+00,3.491969567849825484e+00,3.487514140472535384e+00,3.476864067854988694e+00,3.471736295486341550e+00,3.465155020507725059e+00,3.457732852607763974e+00,3.451730891406999291e+00,3.445372473329920915e+00,3.442066412632606820e+00,3.431288346623905028e+00,3.419272719308953157e+00,3.420593865382963727e+00,3.417608287435045522e+00,3.407018185869876703e+00,3.396142026895240029e+00,3.391714790036533422e+00,3.385211462347107236e+00,3.371639964045968441e+00,3.357640629280663980e+00,3.352720215186795194e+00,3.342516611404446003e+00,3.335097898588350152e+00,3.325884650263686293e+00,3.305722015702471150e+00,3.302674316904120388e+00,3.291031573230318585e+00,3.279318212749013917e+00,3.267639880228181859e+00,3.255797274349800485e+00,3.247057062931102855e+00,3.232634168481582915e+00,3.221244657796252575e+00,3.204719673563765969e+00,3.187400985897790306e+00,3.171890824929054720e+00,3.154537056667189532e+00,3.140069177911422926e+00,3.119550785093200052e+00,3.099525242107538325e+00,3.077999572042955823e+00,3.055330781095795700e+00,3.030007172380864588e+00,3.003172619475190430e+00,2.974904507026526534e+00,2.942472608800920320e+00,2.907522143362561096e+00,2.869890250249986341e+00,2.816243004681313611e+00,2.770367652016460625e+00,2.694042888244116085e+00,2.609860059162211421e+00,2.488793158178452813e+00,2.336661745530953294e+00,2.003763609292676939e+00,2.089733874787819801e+00,2.272126891285715100e+00,2.433594317921416561e+00,2.594465435486532190e+00,2.710227294798359665e+00,2.753644907893300520e+00,2.805904710682951997e+00,2.849705301672297075e+00,2.887337019668883453e+00,2.934796520741361547e+00,2.958924177026846625e+00,3.009352779642511688e+00,3.022442051823590159e+00,3.046137240831521709e+00,3.074189520195577785e+00,3.103268347788714632e+00,3.111289695720362403e+00,3.129211424881085168e+00,3.144861191570655468e+00,3.169015378185534360e+00,3.178129418611724599e+00,3.192939184796628638e+00,3.216251657643048656e+00,3.208395699900180364e+00,3.247250487569092403e+00,3.248920916430668715e+00,3.276489488966832564e+00,3.267101529566752482e+00,3.281139276813135996e+00,3.302701469397429257e+00,3.313763053002804604e+00,3.312815545799756567e+00,3.326249090659850527e+00,3.348238307711107975e+00,3.354241441672876523e+00,3.365085310643619820e+00,3.360480184767715262e+00,3.372273209739889310e+00,3.381691904825412376e+00,3.402649003155660434e+00
3.481506613408469786e+00,3.482098405562208399e+00,3.476914307418283112e+00,3.469134204360260210e+00,3.461101595065607661e+00,3.458996916217592865e+00,3.450459647409415354e+00,3.452727671292701750e+00,3.441955581876320558e+00,3.434363801147217288e+00,3.431356904838659627e+00,3.428412580493612527e+00,3.418704133553380320e+00,3.411128092926689614e+00,3.395330198307652481e+00,3.399624409788332358e+00,3.387406501784576474e+00,3.386015544199152405e+00,3.378976303344961352e+00,3.365815903915814644e+00,3.355230528743665452e+00,3.349997331538443923e+00,3.343919904439167645e+00,3.335837522733994920e+00,3.326567090330131649e+00,3.320211656917040788e+00,3.302346141461052653e+00,3.297653412121330341e+00,3.292637925190318615e+00,3.274552621212986736e+00,3.263540730116780697e+00,3.254762025979378137e+00,3.246083413402487849e+00,3.237830401788356571e+00,3.225870902813796182e+00,3.205339740880537747e+00,3.199186750691380254e+00,3.180025784136661482e+00,3.172175254227354912e+00,3.156854855632378332e+00,3.141153778605749292e+00,3.126964354877729502e+00,3.107935457661475720e+00,3.088602102266059024e+00,3.072316533323800503e+00,3.050294262863424866e+00,3.029566022657376845e+00,3.007428846270914224e+00,2.982950067780057779e+00,2.955853398546103072e+00,2.926957385011463852e+00,2.894766261147859066e+00,2.857244503644164269e+00,2.814992456129025822e+00,2.776548194736204067e+00,2.720731181442006985e+00,2.657895679369742137e+00,2.567630180204623525e+00,2.423457520403851539e+00,2.187762043612220708e+00,1.884607929533504533e+00,2.015418492920399984e+00,2.220711008760189120e+00,2.444668476862518869e+00,2.596893294086754622e+00,2.672457129680520183e+00,2.716667911574307759e+00,2.769477621463072303e+00,2.827688764306479197e+00,2.860194206521266658e+00,2.887551518121654226e+00,2.943768227435333174e+00,2.948670007084822409e+00,2.972720074370852394e+00,3.003607198569016479e+00,3.032385003666204781e+00,3.053096146109234077e+00,3.069427816743770521e+00,3.102831987756518473e+00,3.107987586791301826e+00,3.120255841816568232e+00,3.154075769282071562e+00,3.160457301218658976e+00,3.178905842024410067e+00,3.177876675611243318e+00,3.205188295291595768e+00,3.215462538206240506e+00,3.214721914412674408e+00,3.229591488130754584e+00,3.258792988351677522e+00,3.261397274718123018e+00,3.267187076021093262e+00,3.264393367706444504e+00,3.286258087342107448e+00,3.291647668102088087e+00,3.310721770951777110e+00,3.324363476580714405e+00,3.320771322541063331e+00,3.333620433685691609e+00,3.343977858472250819e+00,3.358186761624843975e+00
3.436399203993446339e+00,3.438985675368687822e+00,3.430900274013454876e+00,3.426049248082831955e+00,3.405179623940536082e+00,3.417615404358131048e+00,3.406493860961317566e+00,3.398294830993707993e+00,3.394773019964865579e+00,3.387351479691876222e+00,3.381102126726341695e+00,3.384421469299681018e+00,3.365303493231791787e+00,3.361480743405525828e+00,3.353392124215743397e+00,3.341616529212542375e+00,3.339816868442367692e+00,3.334105956906818768e+00,3.327483209568668610e+00,3.321167709956671210e+00,3.312045833470348644e+00,3.301458347223637624e+00,3.293536862584166336e+00,3.289946032066703108e+00,3.282464241958581219e+00,3.270556374123924748e+00,3.267283205163611814e+00,3.251307362685039948e+00,3.249081381875281505e+00,3.233354551986461711e+00,3.221574734257550698e+00,3.209577290528151661e+00,3.203909123082180344e+00,3.186955777962682923e+00,3.179179374129623703e+00,3.161261215799215929e+00,3.153776155733428510e+00,3.138134941197898709e+00,3.120600101040287289e+00,3.111071515525487552e+00,3.095938691517298391e+00,3.079943071436209046e+00,3.061605460455760319e+00,3.041163412753226325e+00,3.025052046940601258e+00,3.004723652006438428e+00,2.982927284155137304e+00,2.959956408094274849e+00,2.934317532012764573e+00,2.907688443020386870e+00,2.878449420729759733e+00,2.845445788318778035e+00,2.808983159072720781e+00,2.769696628936134886e+00,2.721966011233699412e+00,2.665496022237061169e+00,2.603263528845900066e+00,2.492369121152558264e+00,2.357594748426121267e+00,2.063199352823023247e+00,1.897915539423794318e+00,1.975949903134839758e+00,2.235013791311868836e+00,2.375202294574062734e+00,2.551139872707035572e+00,2.610674781770985220e+00,2.667719682074749521e+00,2.744274777359549944e+00,2.779578334287183594e+00,2.819836001095870959e+00,2.863502090771155029e+00,2.889403188373157683e+00,2.912899889102587903e+00,2.936258126083330477e+00,2.976198098702306893e+00,2.984208200468358552e+00,3.011651880168607853e+00,3.022150924992033527e+00,3.043376435690041237e+00,3.073356132490182357e+00,3.083914364426539656e+00,3.107185609713697172e+00,3.111693191519065760e+00,3.135293506307816447e+00,3.149849819098495374e+00,3.154005009556156036e+00,3.162584681031933798e+00,3.178475525703471583e+00,3.188325159333129655e+00,3.200190779703908195e+00,3.212381526741642013e+00,3.222784554976710680e+00,3.236939640512722871e+00,3.245894519108469822e+00,3.254388468508662591e+00,3.270646530073284097e+00,3.266263014719287039e+00,3.283296080823956409e+00,3.277538868711845410e+00,3.297693255287213798e+00,3.311933069633975713e+00
3.389519671294312975e+00,3.390178312697843310e+00,3.384698861629839683e+00,3.371143883053757673e+00,3.374354206845672444e+00,3.362935342864310950e+00,3.358948722683532395e+00,3.360339599270426358e+00,3.351073395126950238e+00,3.342253847824556701e+00,3.338340691271522331e+00,3.333628363093818603e+00,3.321015034681084277e+00,3.320280852316031428e+00,3.306740839501217888e+00,3.303203535511241462e+00,3.296794771618197117e+00,3.288474314456531822e+00,3.281929454157318737e+00,3.271054946368348038e+00,3.256914779320440712e+00,3.267486182528788863e+00,3.250609612294368844e+00,3.244256185983666274e+00,3.232871406694450389e+00,3.219614263150812672e+00,3.220589295765155846e+00,3.205421965459578804e+00,3.196144228189735426e+00,3.185923782302485296e+00,3.175369752165070114e+00,3.165490170008611770e+00,3.154702705160080889e+00,3.148494759336646798e+00,3.129515041499396855e+00,3.120546709187506096e+00,3.107785852347367594e+00,3.090558162492503591e+00,3.081986492971026337e+00,3.060274348152961288e+00,3.046225810663841127e+00,3.031742290942376794e+00,3.013710006613359305e+00,2.996361339675392088e+00,2.978289707684004917e+00,2.957651131342448281e+00,2.934614463366930881e+00,2.911989967420927528e+00,2.886244723382466404e+00,2.859061178046332419e+00,2.829360460609236849e+00,2.796041016127619461e+00,2.761793227255629812e+00,2.717108031584341887e+00,2.664637910127481302e+00,2.601467802001727225e+00,2.546282163065086035e+00,2.461050064715511798e+00,2.346010166059159463e+00,2.036500102544500646e+00,1.953757004981776513e+00,1.890642848344490146e+00,2.172503658612645605e+00,2.361191060569168609e+00,2.470149989677794089e+00,2.595920874797623235e+00,2.635715593657774303e+00,2.697132284466568830e+00,2.743033810288190821e+00,2.779574173008303450e+00,2.820770633430714547e+00,2.845958507532035942e+00,2.871015077560396644e+00,2.904460809353074158e+00,2.918322568468408207e+00,2.938130475549844967e+00,2.968153737801835224e+00,2.998311329034170747e+00,3.011926255016367016e+00,3.016569246935684845e+00,3.047972675484353910e+00,3.046288910279031370e+00,3.068333226681633441e+00,3.098448292443205077e+00,3.092474042399433021e+00,3.108237710133542109e+00,3.121521918323503897e+00,3.143467431531665746e+00,3.148081685234935811e+00,3.161278425963427452e+00,3.182725848896192034e+00,3.173533082445219033e+00,3.175549964827402150e+00,3.203116849317197978e+00,3.198588168990646796e+00,3.222082786511492269e+00,3.221198124755912495e+00,3.242359077110896770e+00,3.248879834753074736e+00,3.255006191594678189e+00,3.266724538255691535e+00
